fips,population,hispanic,minority,female,unemployed,income,nodegree,bachelor,inactivity,obesity,density,votergap20,votergap16
55093,40081,2.02,3.443,50.302,3.9,68.471,6.1,26.3,21.6,30.3,71.5,-12.9476348,-13.656
39085,236775,4.105,7.208,51.134,4.4,58.697,8.7,26,23.7,26.7,115.9,-13.6113219,-15.579
26115,152721,3.478,5.289,50.644,4.4,57.719,10.3,18.5,22.9,33.8,26.3,-22.6453848,-22.127
27117,9353,5.275,5.803,51.548,3.3,47.164,14.5,18,27.4,28.4,21.1,-45.4858299,-46.265
41039,351109,8.476,10.194,50.863,5.9,44.976,8.9,28.2,14.6,27.4,1,24.310133,18.931
42025,63865,4.235,4.024,50.53,5.8,49.252,11.1,15,23.4,35,12.8,-32.0318772,-34.111
49011,300827,9.385,7.464,49.608,3.3,70.797,4.7,34.6,15,25,1.5,-27.5148103,-22.918
18131,13614,3.018,2.778,49.29,4.5,43.77,15.2,12,29,31.5,63.3,-47.9331725,-46.478
39061,855062,2.999,31.332,51.881,4.5,48.973,10.8,34.3,22.2,29.2,76.8,15.8680432,9.523
13285,64653,3.697,39.763,51.831,6,41.141,16.5,18.6,26.8,30,161.9,-21.8476489,-23.44
27053,1156212,6.871,24.446,50.68,3.3,64.49,7.3,46.4,16.2,22.8,11,43.2094437,35.311
13053,14402,15.676,28.352,31.624,8.8,45.933,7,31.5,24.5,27.3,45.3,-13.4639696,-11.055
40147,50706,5.821,21.739,51.27,4.2,49.056,10.1,26.1,30.2,33.2,130.1,-48.0234883,-48.465
48373,46530,14.579,15.997,46.36,6.1,41.401,22.2,12.1,29.3,29.4,3.3,-54.5191433,-56.509
16003,3520,2.992,3.851,48.426,7.6,40.777,7.8,20.8,20.7,27.6,372.8,-52.2041763,-52.268
48393,878,10.371,4.039,50.546,4.2,69.424,4,34.3,23.1,26.6,9.6,-93.0909091,-91.636
38099,10798,11.636,5.111,49.316,4.1,51.754,14.3,18.1,28.7,32.2,9.4,-41.6265942,-40.172
47099,41314,2.044,4.431,50.954,6.8,34.614,21,11.9,35.4,34,58.9,-64.8520141,-61.298
28037,8324,0.917,37.259,51.156,7.8,36.544,18.1,16.7,31.8,35.6,160.7,-32.3470074,-28.775
24021,227980,8.715,17.691,50.608,4.5,83.698,8.3,38.8,18.1,29.1,60.3,9.6095869,-3.985
24017,142226,5.474,53.006,51.815,5.1,86.703,8.4,26.8,21.1,36,292,40.8858299,30.215
41069,1363,5.228,7.143,48.969,5.2,33.387,10.7,16.1,19.9,27.2,731.4,-51.1917099,-54.293
48289,16923,14.345,10.482,50.386,5.3,45.159,16.1,17,29,29.5,26.4,-74.3716855,-74.011
8027,4000,5.737,4.837,49.224,3.5,48.368,4.4,34.8,18.8,20.5,5.8,-37.4690509,-41.188
29185,9276,2.182,3.686,49.566,6.9,33.986,18.1,11.7,29.1,28.6,643.2,-59.1877764,-55.4
55031,44274,1.514,7.032,50.008,5.1,46.475,6.8,21.9,23,32.2,33.9,9.300158,7.595
27171,121907,2.702,4.665,49.613,3.7,76.489,5.9,27.4,19.3,28,82.2,-28.5625895,-33.169
37089,103669,9.955,7.255,51.674,4.7,47.286,11.6,28.3,24,27.1,106.6,-18.7521025,-27.937
48235,1741,26.448,4.698,48.069,3.7,63.054,13.6,13.1,23.6,27.9,25,-71.8785152,-75
13097,129703,9.058,49.335,52.307,6.2,54.581,12.3,24.5,26.3,32.3,661.8,25.1212064,10.752
47059,66282,2.801,4.456,50.954,6.6,36.74,19.6,15.5,36,29.8,80.7,-60.739844,-60.989
35006,27036,37.736,46.588,48.783,7.9,35.081,19.5,11.7,24.4,31.2,10.8,8.6487701,6.761
8121,4420,9.354,3.125,48.109,2.5,45.784,9.5,17.6,18.1,23.2,1.9,-74.0026596,-73.671
39015,44003,0.892,2.66,50.241,6.2,46.484,17.3,11.4,28,33.7,132.3,-57.3568449,-52.181
12103,909013,9.133,17.082,52.071,4.9,45.162,10.6,28.3,21.8,25.5,3347.5,0.22172,-1.102
12081,318361,15.989,13.678,51.665,5,51.673,12.3,27.5,22.6,25.3,434.5,-16.0496502,-17.149
17131,16276,2.308,2.005,50.334,6.2,54.916,9.6,15.5,25.2,31.2,40.4,-24.0413809,-20.661
21003,18982,2.069,2.941,50.77,5,39.801,23.4,13.3,35.4,33.9,46,-63.4839261,-63.243
28029,29094,2.902,53.119,51.649,7.3,35.314,20.6,13.9,35.8,37.4,47.3,1.7076768,5.266
31147,8125,2.014,6.597,50.025,3.2,44.282,8,21.7,29.4,36.7,15.4,-50.3393117,-51.446
37081,480362,7.812,42.07,52.462,5.9,44.828,11.8,33.7,22.4,30.7,80.3,23.1266214,20.028
31087,2806,3.538,2.324,49.775,3.2,40.496,6.9,15.3,30.2,35.9,1.4,-74.1320626,-73.472
17177,46537,3.674,13.491,51.619,6.7,48.569,10,18,27.8,32.9,20.8,-15.7202467,-16.973
17063,48421,9.588,4.042,50.139,6.8,70.092,8,21.4,23.4,30.4,25.6,-25.8401708,-23.573
51111,12799,4.342,36.727,47.54,5.2,37.548,27.2,12.5,26.4,27.5,29.9,-18.6437854,-17.572
39069,28648,7.571,2.757,50.866,5.6,53.645,9.7,14.8,24.9,29.2,39.4,-43.463831,-39.836
26093,183118,2.312,3.382,49.949,4.9,74.341,5.2,33,18.4,29.6,133.3,-22.6121686,-29.634
29169,46457,10.979,22.692,43.068,5.8,47.227,10.6,21.6,24.2,28.4,49,-45.7125017,-51.715
34023,790738,20.28,38.539,50.776,5,77.33,11.2,40.7,23.9,25,1632.2,22.1130884,19.778
18125,12259,1.445,2.199,49.603,4.4,47.217,12.7,12,29.4,36.4,50.7,-52.6848875,-51.882
21087,11510,1.444,4.296,50.781,5.4,33.64,22.5,10.8,32,38.1,51.8,-67.4122505,-66.379
55027,87335,4.636,5.368,47.27,4.5,54.359,12.5,15.7,22.4,31.7,101.4,-30.9666364,-29.602
39101,65655,2.515,9.298,46.99,5.1,42.24,14.1,12.5,32.8,35.8,580.2,-38.6584226,-34.369
36001,298284,5.885,23.029,51.562,4.4,60.371,7.5,38.7,20.4,25.4,71.8,31.2763771,24.313
54071,7390,1.037,4.053,49.025,4.7,38.204,19,14,29.8,36,11.1,-53.621208,-51.743
30061,3833,3.482,6.54,47.165,8.2,36.449,9.9,12.6,24.6,27.7,0.8,-44.5571595,-40.655
39165,210712,2.562,10.318,49.84,4.1,72.973,7.6,38.7,24.2,29.9,32.6,-30.8001469,-37.558
41027,21883,31.089,5.999,49.963,4.7,54.063,17.8,32,15.2,26.5,0.7,36.737968,30.203
35037,8917,45.145,8.196,51.26,7.2,29.069,18.6,13.8,26.2,32,9.6,-37.8001549,-33.417
37039,26307,3.098,6.48,51.365,6.5,34.62,17.6,18.4,30.6,30,93.1,-55.0751994,-57.013
48243,2258,34.508,5.705,49.304,3.3,46.364,14.9,38.4,25.5,26.2,38,-21.6858238,-23.149
42001,102323,6.849,4.72,50.634,4.1,60.179,13.4,21.2,22.9,31.4,138.6,-34.1634241,-36.429
17161,146826,12.697,15.887,50.752,6.5,48.024,12.2,21.7,23,31.7,45.1,12.1154019,8.399
16013,22328,21.003,4.474,48.976,3.5,63.49,9.8,44.8,12.5,19.2,21.8,36.7747762,28.686
26149,61723,7.709,6.447,50.285,4.3,43.687,15.3,15,28.8,34.7,226.1,-31.7332474,-30.957
5025,8436,2.178,13.452,50.86,5.8,43.201,15.1,14.6,33.7,35.7,14.5,-61.5555556,-51.82
46117,2792,1.828,11.104,48.341,2.4,67.172,10.4,26.8,23.8,33.4,4.3,-47.3365617,-52.265
39055,99060,1.393,3.13,50.6,4,72.264,9,36,24.9,27,66.3,-23.102051,-25.468
33001,61358,1.722,3.621,50.685,3.3,59.831,8.8,29.2,22.6,31.3,382.1,-10.4321325,-16.807
27059,39442,1.861,3.963,49.476,4.3,65.342,8.3,17.1,21.2,28,22.1,-38.5929441,-38.223
8085,41412,20.512,5.893,50.789,5.1,46.336,13.1,24.6,16.9,19.7,18.4,-36.4457106,-42.074
28105,44544,1.667,41.892,50.321,6.3,34.429,13.4,42.6,25.8,34.2,16.6,6.5546389,1.114
36077,61602,3.66,5.622,51.319,5.3,43.104,10.6,27.2,19.5,26,128.3,-4.9852957,-13.026
27109,143962,4.8,14.543,51.081,3,69.43,6,40.2,17,25.6,7.9,10.7227664,0.754
39123,40945,5.015,2.985,50.503,6.6,50.345,7.7,21.4,29.1,30.6,36.8,-23.4098388,-19.561
13125,2801,1.827,12.007,51.158,6.6,39.643,17.5,11.4,24.8,28.6,21.4,-79.6934866,-78.921
21193,29136,0.86,3.577,50.59,8.9,31.265,30,13,35.5,37,53.7,-54.3843107,-56.962
53037,39532,8.854,8.158,49.657,6.1,48.127,9.1,34,17.3,28.9,17.8,-10.1805492,-15.095
20169,54364,10.944,10.124,50.392,3.8,48.46,10.8,24.5,27.7,35.1,7.9,-30.6061718,-34.344
30085,10303,2.571,61.624,49.739,5.2,37.511,16.3,12.6,28.7,36.9,4.7,-2.1409012,-6.225
48049,38088,21.417,7.156,50.504,4.4,41.316,15.3,16.4,25.9,25.2,7.7,-72.5843822,-74.478
20123,6344,2.085,2.42,48.711,3.4,48.645,5.4,22.1,25.2,32.1,57,-62.7539504,-61.863
1129,17069,1.375,34.284,51.44,8.9,41.321,18,10.3,32.2,40.2,16.3,-48.5128436,-43.158
17171,5193,1.296,2.082,51.669,5.8,51.584,11,12.1,25,30.4,17.3,-56.3390574,-55.633
48271,3274,57.368,5.495,44.153,6.6,39.335,30.8,13.2,25.2,26.7,0.3,-43.5433562,-33.638
51660,45137,18.59,16.299,51.96,5.3,38.541,16.2,35.6,18,24.8,2808.2,31.7732405,21.862
50001,36760,2.241,5.222,49.91,3.7,59.089,8.3,35.4,17.8,23,401.4,37.6896201,33.652
45025,43037,4.17,35.667,51.264,6.1,34.949,24.3,12.4,30.4,34.8,57.1,-20.4810341,-14.31
12017,140357,5.339,6.825,51.602,7.4,36.383,13.2,16.8,28.9,26.3,242.8,-41.0479787,-39.719
20159,10079,11.346,5.984,49.504,3.8,49.152,11,21.4,26.1,32.6,6.9,-53.1836073,-55.621
55011,13425,2.047,2.168,49.219,5,50.998,9.6,17.7,25.4,32,20.2,-25.2558853,-21.933
13239,2659,1.434,49.044,51.26,6.7,29.477,24.9,7.2,28.8,34,16.6,-9.6745027,-10.92
18001,34256,4.503,1.978,50.475,3.8,50.172,16.2,14.9,28.8,32.8,73.3,-52.4315574,-52.458
38095,2209,0.836,5.766,49.692,2.7,51.961,7.8,18.8,25.3,30.1,9.5,-43.6967632,-37.643
18173,58521,1.83,5.684,50.581,4.1,65.793,7,26.8,25.2,29.4,23.3,-27.7956783,-33.932
25015,156044,5.438,11.373,53.381,4.4,57.737,6.4,43.2,15.3,18.9,751,46.5074945,39.455
51510,150006,16.659,33.697,51.775,3.3,86.419,8.7,61.5,14.7,20.1,9314.3,62.645872,59.026
19167,32244,10.173,3.629,49.584,2.4,60.205,11.4,24.9,20.7,29,20.6,-66.9571151,-69.331
42021,143998,1.592,5.794,50.798,6.4,42.703,11,18.9,24.4,28.9,233.1,-37.343781,-37.748
5047,18016,3.011,4.954,50.525,5.2,40.404,16.8,12.6,32.7,37.1,29.8,-61.3971104,-54.08
39173,125380,5.38,6.593,50.582,4.3,54.996,6.3,30.8,22.1,30.9,89.4,-7.6038877,-8.499
54095,8680,0.702,1.426,50.54,9.4,41.019,13.7,10,34.4,32.6,35.9,-66.1652219,-67.992
20205,9474,3.015,5.488,50.373,6.7,39.764,17.4,12.5,28.5,32.9,3.1,-61.4567527,-63.096
55013,15884,1.669,8.167,48.987,7.1,41.81,9.3,16.8,23.8,28.7,18.8,-28.5277586,-28.26
47187,176838,4.768,10.278,51.231,4.1,97.936,5.2,54.1,20.2,25.9,68.6,-26.117857,-35.5
12107,72893,9.646,19.817,50.755,7.2,32.054,22.7,11.6,29.1,36.1,102.2,-41.20364,-36.607
6105,14165,7.353,11.952,48.711,7.8,34.961,9.3,22,19.8,25.1,4.3,-5.3842467,-11.302
31015,2063,1.894,2.742,50.897,2.6,39.964,7.8,18.6,30.1,34.2,10.5,-75.8889853,-74.431
51163,21294,1.624,5.449,50.555,5,48.497,15.5,23.5,26.5,24.8,37.3,-32.3341682,-29.621
48325,44728,51.465,6.149,48.312,4.4,53.44,18.9,18.8,23.8,32.2,42.4,-39.1446352,-43.23
46043,2933,1.713,4.132,50.722,2.5,49.251,16.9,18.1,23.2,29.8,2.3,-73.3450498,-70.031
22109,109291,5.2,28.485,50.537,5.9,49.044,24.4,12.9,33,39.5,8.7,-50.0454153,-48.381
32027,6286,23.862,12.692,36.207,6.8,52.001,21.4,11.8,22.5,31.1,2.4,-51.0344828,-49.092
38031,3259,1.222,3.188,49.94,2.9,54.593,11.9,20,30.7,30.5,2.4,-55.6242969,-52.443
19035,11409,3.465,3.059,50.164,5.1,52.894,8.5,20.5,28.4,37.5,77.7,-39.4906413,-40.608
19197,12716,10.452,2.999,49.472,3.8,50.108,10.2,17.3,28.2,34.4,19,-34.4099776,-31.938
8019,8706,6.03,5.439,48.071,3.7,69.115,4,40.8,16.5,18.1,23,12.9810629,2.874
22035,8102,2.285,69.618,46.011,13.9,25.402,32.3,9.4,36.4,42.1,966.6,27.0092227,26.506
39077,59849,6.287,3.706,50.747,6.6,47.824,12,13.1,31.4,33.3,100.3,-41.180581,-36.372
31183,763,1.2,1.733,49.2,2.5,45.4,6.2,18.6,29.1,28.1,6.6,-75.498008,-68.627
56017,4590,4.451,4.408,49.525,4.1,44.427,12.5,19.5,26,27,2.4,-58.6166924,-60.71
19075,12177,1.311,1.817,50.864,3.7,61.215,5.8,20.5,24.9,31.7,16.4,-37.6443101,-39.447
22071,354850,5.608,64.539,52.349,6.5,35.468,15.2,34.4,24.1,31.9,31.6,68.1535719,66.155
6111,802983,42.345,15.357,50.524,5.7,74.967,17,31.6,18.1,20.3,446.7,21.0917046,16.09
28033,158719,4.993,29.172,51.6,4.9,58.479,11.1,21.7,31.4,35.9,47.3,-23.9044191,-34.774
6035,34473,18.743,18.43,36.902,7.3,49.995,20.6,12.9,17.5,23.9,7.7,-51.4807708,-49.587
36065,231044,5.472,13.426,50.183,5.4,48.35,12.5,23.1,25.2,31.4,414.4,-15.3526196,-21.151
48429,9632,23.316,5.498,47.934,4.2,44.11,19.3,16.5,24.1,27,49.8,-78.631579,-77.758
47029,36047,2.196,4.789,51.772,7.9,30.86,22.2,9.4,41.3,34.4,33.2,-64.8024766,-64.511
31141,32515,16.9,4.344,49.463,3,61.768,11,20.6,23.3,29.3,12.7,-56.9514451,-58.746
50009,6394,1.266,2.937,49.505,6.8,35.57,17.3,14.1,26.7,29.8,291.7,-6.4668397,-17.997
47185,25444,2.194,4.461,51.182,6.2,35.4,20.5,11.9,34,31.2,60.3,-62.7406473,-59.482
36087,300173,17.425,22.495,51.01,4.6,83.162,12.7,40.7,25.6,22.4,8030.3,1.72809,5.088
30069,440,1.263,1.474,44.211,5.1,35.092,3.4,18,25.4,24.6,5.6,-74.4252873,-76.875
5065,13038,1.978,4.812,47.586,6.9,32.744,18.7,12.3,32.2,33.9,23.6,-62.1342513,-53.829
47141,72431,6.047,6.165,50.666,6,37.693,16,22.8,27.3,32.6,38.7,-43.3840383,-45.011
31111,35670,8.274,4.485,50.502,2.9,49.77,8.5,19.9,23.8,31.7,340.8,-54.82551,-58.147
55123,29324,1.613,2.232,50.184,4.2,46.943,12.3,20.1,26.5,32.8,37.6,-4.7792501,-4.53
51001,38462,8.874,31.386,51.448,5.4,38.39,21.2,18.3,27.7,34.7,58.5,-9.3974768,-11.711
29001,25135,2.451,6.829,51.852,5.6,35.425,12.6,28.6,24.3,29,30.4,-26.1513158,-24.899
5113,20259,6.802,5.906,50.742,6,33.127,14.7,12.6,37.7,36.7,24.1,-68.1861013,-65.685
48221,51462,12.006,3.964,50.99,4.5,55.472,12.9,24.1,27.4,26.5,25.2,-64.0668695,-66.485
45005,10195,2.979,74.875,46.178,11.4,25.53,28.8,12.7,31.8,41.1,149.5,52.407459,54.053
22097,92326,2.105,43.451,51.804,7.9,32.683,23.3,13.1,31.9,39.6,215.5,-14.0909754,-11.904
8083,25368,12.618,17.327,50.348,5.6,44.163,9.9,26.4,16.2,21.7,12.6,-22.3870968,-30.309
38061,6791,7.347,31.565,44.758,1.9,66.807,9.6,18.6,29.7,35.9,14.3,-37.6470588,-33.425
5055,40996,2.806,3.629,50.842,5.3,42.572,16.2,14.9,37.6,31.2,72.9,-59.7018634,-52.486
13235,9897,3.554,34.574,56.739,6.5,36.128,23.2,11,28,31.7,48.2,-39.1229367,-37.021
38017,143339,2.604,10.389,49.374,2.2,53.755,5.2,37.4,18.6,29.1,49.8,-2.682068,-10.719
18135,25696,3.297,2.721,50.846,5,41.577,15.2,12.6,29.6,35.6,79,-52.3848238,-48.479
39149,48990,1.665,5.474,49.77,4.3,50.774,10.9,15.6,24.9,31.8,103,-63.1760234,-60.601
1049,69380,14.133,7.583,50.69,6,36.241,26.9,11.3,30.4,30.4,91.5,-69.7847118,-69.374
51097,6796,3.395,31.294,49.79,4.8,46.331,15.6,16.8,26.4,30.1,22,-20.8991494,-16.819
49013,17948,8.23,8.499,49.142,7.3,61.976,13.5,15.4,24.7,27.6,1025.8,-77.8997781,-72.201
48105,3740,65.067,5.795,49.73,5.9,49.614,31.6,11.1,24.9,27.9,5.6,-55.6543838,-43.584
37199,18548,4.896,3.594,50.691,5.9,35.974,16.7,18.7,25.1,27,114.7,-33.7209302,-32.484
39163,13228,0.881,2.59,49.992,6.6,37.633,21,8.7,29.9,33.6,70.3,-54.7429519,-45.744
21159,13070,3.364,8.499,44.072,9.6,27.484,27.3,7.3,30.3,39.3,104.4,-78.7022901,-79.433
53015,101966,8.631,8.243,50.411,7.6,44.235,12.8,15.6,21.1,32.1,89.8,-17.3954878,-12.907
22057,93682,4.608,19.696,50.759,5.3,47.382,25.8,15.1,32.4,36.9,824.6,-60.2626245,-56.515
1031,48635,6.694,23.944,50.366,5.9,46.931,16.9,23.2,28.7,33.7,73.6,-53.0774411,-56.701
30033,1173,1.142,1.674,49.696,2.7,42.757,8.8,14.6,27.6,25.9,34.4,-88.9298893,-86.453
27033,11116,7.654,7.031,50.463,4.8,48.176,11.4,17,30.8,31.7,3.6,-38.1693139,-35.124
27015,25603,4.101,2.117,50.215,4.1,52.272,9.2,21.5,20.6,30.1,85.6,-32.7912539,-36.193
21149,9607,1.398,2.344,50.378,5,42.288,19.3,10.2,32.3,36.8,42.9,-53.5131744,-52.409
17159,15523,1.666,3.026,50.521,6,43.396,10.3,21.3,26.8,28.8,58.2,-52.8215304,-54.482
41063,6889,2.946,4.39,51.065,7.9,39.743,6.9,25.1,17.9,24.3,12.6,-34.5503982,-41.369
26031,26106,1.487,6.91,50.037,8.8,41.93,11.6,16.8,27.3,33.2,62.3,-29.9281573,-32.08
48409,68223,56.551,5.946,49.983,6.5,51.958,23.2,14.8,30.1,33,46.3,-29.0757407,-24.074
18171,8491,1.391,1.995,50.333,4.9,55.925,13.7,17.2,24.5,32.1,79.7,-54.2710197,-52.488
31041,10784,2.73,2.425,50.296,2.2,45.644,7.8,20.3,26.3,32,16,-71.81712,-72.527
29089,9857,1.361,8.364,50.37,4.9,44.188,13.6,23.6,25.3,33.9,10.6,-42.0267086,-41.187
35011,1819,40.864,6.783,50.219,5,33.789,17.9,11.6,23.4,22.9,34.4,-47.1698113,-46.961
19119,11172,2.691,1.814,49.681,2,61.75,9.4,19.6,27.4,31.9,20.7,-67.7691972,-67.408
1037,10556,2.247,32.796,49.776,6.7,34.679,24.1,9.1,30.5,39.7,17.7,-33.4915131,-30.557
42119,43560,5.757,11.263,44.955,4.3,47.996,14.5,21.3,23.3,28.2,37,-24.2654735,-25.672
27163,231958,3.997,13.089,50.541,3.2,84.113,4,41.3,15.6,26.1,45.2,9.2339884,1.86
48135,134625,58.731,9.312,49.316,4.6,55.555,26.6,14.3,31.3,31.6,20.1,-47.8347649,-40.555
20049,3001,4.76,5.988,50.979,4.9,36.471,10.9,18.9,25.4,32.5,4.9,-69.4342396,-70.532
29115,12606,1.974,2.957,51.202,6.9,37.597,12,12.1,26,30.6,83.9,-53.9294446,-51.059
8043,47815,13.24,8.612,42.421,6.2,41.385,15.7,15.9,18.7,22.8,30.5,-39.7073209,-44.749
21181,6874,2.033,1.767,50.568,6,37.061,19.2,13.7,30.3,32.5,104,-42.7856302,-41.197
18089,494211,18.319,28.995,51.591,6.8,50.774,13,20,30.1,33.9,97.8,15.0530106,20.64
37049,98529,7.218,27.815,49.307,6.1,43.972,13.1,21.6,25.9,30.1,62,-18.6262131,-21.793
13151,195370,6.472,47.873,52.235,6,60.388,10.4,26.2,22.7,33.1,633,20.4404361,4.346
9005,188728,5.651,5.73,50.675,5,73.413,8.7,33.7,19.3,23.9,206.3,-5.0556051,-13.897
17139,14392,1.373,1.882,51.008,4.4,52.79,15.4,15.5,22.1,28.6,62.5,-48.9620403,-47.947
37001,150358,12.416,24.926,52.381,5.3,41.296,17.4,21,24.9,35.1,75,-8.3992519,-12.946
31029,3625,13.043,1.517,51.314,1.9,52.749,10.1,19,23,30.6,12,-75.9658806,-78.336
5063,34634,5.916,5.616,51.309,6.7,41.085,18,14.8,32.9,37.2,48,-58.1863285,-51.824
34015,289920,5.871,16.353,51.365,5.9,78.983,8.6,28.7,25.1,30.3,6211.5,1.9472471,-0.429
13095,95859,2.712,71.31,53.618,7.7,32.15,20.2,17.8,29.2,34.4,287.7,39.9960352,38.311
39007,100767,4.072,6.642,49.634,6,39.757,14.4,13.4,25.6,33.5,125.6,-23.5418035,-19.001
47057,22857,2.924,2.482,49.702,6.8,35.704,22.6,11.1,35.2,35,48.3,-70.0414447,-68.428
5067,16658,3.057,20.683,50.358,7.8,32.427,23.1,7.9,39.9,37.2,28.4,-43.7635042,-32.596
8123,254759,29.03,6.911,49.577,3.8,61.501,13.5,25.9,18.2,26,63.4,-18.0177753,-22.433
30103,612,3.013,5.882,48.207,5,47.089,10.8,19.2,31.4,25.6,2.8,-64.1304348,-65.837
41007,37243,8.374,7.01,50.638,5.6,45.132,9.1,23.6,16.6,30.7,201,11.2839816,6.085
19143,6344,7.182,2.762,49.545,2.8,51.423,12.8,14.4,27.9,34.4,25.1,-62.9206731,-61.808
6037,9848011,48.442,28.888,50.737,6.7,55.686,23.2,29.9,17.6,21.4,2419.6,44.1649578,48.051
21165,6593,0.959,4.325,49.56,8.7,30.828,28.6,11.9,28.5,33.3,93.6,-50.3223727,-47.122
56029,27976,6.244,4.431,50.352,4.2,55.354,6.4,28.3,21.6,25.5,4.1,-55.9203093,-58.631
48437,7424,42.546,11.868,47.484,4.8,37.527,23.1,15.6,25.1,27.7,2.8,-58.0467091,-55.205
48079,2927,57.67,9.177,50.728,5.1,39.87,32.7,13.7,24,26.9,9.9,-63.2,-54.273
6043,17792,11.214,10.165,49.393,7.2,47.781,11,22.4,17,24.4,12.6,-18.1128404,-23.812
51175,18483,1.408,38.616,48.009,4,46.521,21,14.8,29.7,31.1,31,-17.995095,-16.231
6089,181099,9.627,11.72,51.003,7.8,43.661,11.3,19.1,19.4,26.5,46.9,-33.1313892,-37.344
22023,6584,3.653,6.557,50.037,4.6,59.3,18.3,15.7,27.6,31.5,19.1,-82.8670463,-79.442
5053,17760,2.707,5.458,50.447,4.7,46.067,14.3,15.3,32.1,38.3,28.3,-67.3902439,-54.328
21123,13663,3.069,5.316,50.572,5.3,40.312,19,10.8,29.2,33.6,82.5,-57.2661279,-55.301
22065,11385,1.893,63.705,50.096,9.3,26.732,26,11.4,30.5,41.8,197.5,15.503212,17.265
9013,150461,5.201,10.205,49.851,4.8,78.653,6.8,36.8,17.4,24.8,372.2,11.5382709,5.788
55033,42968,1.87,5.443,49.59,4.6,52.224,7.6,25.3,22.1,32.3,51.6,-13.9262031,-11.176
44001,49542,2.742,4.945,51.799,5.1,68.246,9.7,43.5,19.9,22.9,481.1,29.2275207,22.738
27065,15899,1.661,3.53,49.422,6.8,48.908,12.9,13.4,24.3,29.9,14.6,-37.9138715,-35.729
39087,62744,0.875,4.387,51.141,5.8,41.608,14.7,14.8,35.6,38.8,1011.2,-45.5683151,-43.898
6019,915267,52.397,22.842,50.107,10.2,43.338,26.8,19.5,20.9,26.6,156.2,7.8267113,2.032
34017,597924,43.012,34.601,50.254,5.3,57.72,17.5,36.8,25,23.9,895.3,46.3293976,51.813
13223,136655,5.83,22.198,51.167,5.1,63.964,11,23.3,23.9,28.6,455.8,-29.0695087,-41.241
28145,27263,4.492,17.887,51.106,5.2,37.667,23,14.9,31.9,33.2,23.7,-64.7559725,-63.232
27131,62723,7.931,8.968,48.974,3.6,60.317,10.5,27.5,20.4,31.5,16,-0.1737376,-3.079
20121,30969,3.078,4.344,50.343,4.3,63.924,6.2,23.2,25.1,34.1,4.7,-39.3655573,-40.035
37061,53177,21.748,29.771,51.042,5.8,34.109,28.6,10.4,28.8,32,156.1,-22.1263483,-19.198
18115,5909,1.128,2.156,49.764,5.4,51.403,14.2,12.8,29,30.4,115.7,-45.0731708,-49.092
34001,271712,18.749,28.852,51.755,9.4,54.208,15.3,24.4,26.2,27.6,81.4,6.6913755,6.232
13037,6306,4.785,64.377,39.528,6.1,30.76,31.7,9.4,26.6,34.4,23.9,15.3600729,17.252
20067,7353,47.006,5.612,49.231,3.7,60.279,29.3,18.5,22.9,35.6,2.9,-56.6973211,-57.464
21027,19057,1.289,4.381,49.95,6.1,41.547,22.6,9.4,34.3,36.6,28.2,-52.4762185,-51.579
38025,3365,4.391,14.593,46.75,1.9,72.018,8.7,19.3,29.8,33.5,1.6,-68.8195038,-63.529
31137,9032,5.486,2.431,50.333,2.4,54.137,5.8,23.8,20.9,33.4,3.4,-67.9776403,-70.753
37085,115761,12.316,28.197,50.489,6.7,45.38,15.3,18.9,28.5,33.2,75.5,-22.4452335,-24.082
13159,13953,4.026,23.946,51.089,5.4,41.818,20,14,28.6,29.3,37.8,-53.1266353,-46.692
19059,16623,1.812,2.192,50.272,3.8,56.551,5,25.2,22.9,33.4,96.9,-33.7157596,-36.03
20019,3745,3.586,10.876,47.942,5.8,39.12,12.3,17.7,35,34.1,3.6,-72.6052471,-71.328
9007,165702,6.092,10.869,51.219,4.8,76.365,6.2,39.7,18.6,24.1,448.6,16.313837,7.306
12075,39147,8.571,12.736,50.763,5.7,37.433,19.2,10.5,29.8,32.2,36.5,-45.5562756,-44.751
30055,1624,1.485,3.149,48.841,2.1,43.132,6.7,17.5,30,23.8,5.4,-71.0106382,-66.667
22063,123326,3.598,8.941,50.679,5.1,58.818,16,17.3,30.4,34.4,99.1,-69.9494098,-72.525
47161,13340,2.662,5.649,49.566,7.9,41.59,15.2,12.4,34,31.4,61,-59.0533672,-50.009
22013,14729,1.625,43.798,52.285,8.2,33.134,20.3,12,34.5,38.2,30.8,-11.6879433,-8.951
16057,38046,4.273,6.994,48.669,3.5,43.482,4.2,44,15.5,24.3,111.3,3.7141468,4.618
17095,51648,5.624,11.88,49.795,6.2,38.992,13.1,17.6,24.8,26.2,358.2,-5.643175,-3.274
27083,25074,6.415,8.507,50.204,3.2,53.552,7.6,27.2,18.3,28.7,11,-25.9443109,-28.288
24035,47958,3.593,10.566,50.493,4.6,80.65,8.2,34.1,21.6,28.9,1788.8,-26.5170023,-36.11
31069,1739,4.432,3.389,49.166,2.4,38.645,5.9,22,28.2,32.6,26.2,-71.5481172,-67.357
55009,247319,8.265,11.364,50.356,4.1,54.141,9.4,27.5,20,28.4,468.2,-7.1935952,-10.85
35045,124131,20.028,42.035,50.405,7,47.52,17.6,15.2,23,31.7,35.5,-28.2843156,-32.742
22017,253623,2.839,51.82,52.492,7.1,39.812,14.3,23.5,28.3,34.3,139.3,6.7570916,4.228
