fips,population,hispanic,minority,female,unemployed,income,nodegree,bachelor,inactivity,obesity,density,votergap20,votergap16
48399,10170,34.215,6.407,50.062,3.7,38.607,20.6,13.7,24.7,26.8,616.7,-73.8262644,-74.077
16073,11223,26.499,8.391,49.461,4.6,38.478,25.7,9,25.3,30.4,3.6,-63.3277099,-62.781
37153,45970,6.42,37.925,50.987,7.9,34.665,19.4,13.1,32.2,37.9,181.1,-14.8148148,-10.147
51115,8984,2.325,12.683,51.693,4.2,58.268,9.7,29,22,27.8,104.5,-35.6150283,-36.886
47177,40481,8.606,6.48,50.543,5.8,36.942,21.7,13.1,26.2,31.4,20.3,-49.5096509,-44.231
19061,93072,2.317,6.604,50.554,3.6,55.32,8.1,27.8,21.8,28.5,43.8,-3.1543226,-1.244
47111,22057,5.126,3.529,51.698,5.3,36.886,25.6,9,32.1,34.2,46.3,-71.5610836,-69.279
36079,99265,13.479,8.002,50.174,4.3,94.334,7.8,38.2,19.8,24.1,62.2,-7.8274703,-17.829
13099,11568,2.26,51.499,52.889,6.8,34.906,20.2,14.8,31.7,31.5,21.5,-5.4945055,-8.093
16075,23099,17.287,5.774,50.432,4.9,45.533,14.6,15,23.9,33.3,1.5,-59.3376428,-59.863
19191,20629,2.187,3.086,50.432,3.6,55.984,6.3,26.8,18.1,25.4,27.1,-5.3547745,-0.838
1063,8829,1.014,81.425,52.542,11,26.504,24.9,11.5,31.7,46.3,14,63.0157068,65.158
46047,7241,3.597,12.087,49.148,4.5,42.007,8.1,21.6,23,31.7,3.6,-45.1509154,-47.432
49027,12276,12.622,5.37,49.466,3.5,52.623,11.9,19.2,23.7,31.3,1.8,-77.2213248,-65.554
27125,4188,3.231,4.735,49.84,5.8,48.188,9.8,16.1,23.2,32.8,3341.6,-34.7449909,-32.122
46089,2439,1.532,1.698,51.387,3.4,38.469,20.5,16.9,26.1,27.3,9.8,-64.4259819,-61.566
16083,75296,15.579,5.695,50.538,3.6,44.236,15.2,16.9,22.3,27.6,22.6,-45.2206789,-44.583
17015,15749,3.544,3.387,49.945,5.5,50.75,10.5,15.5,24.5,28.6,20,-29.3743769,-27.074
48305,5674,48.48,6.796,49.249,4,41.589,23.5,17.7,24.9,28.4,311.3,-62.1456607,-57.236
18073,32816,6.035,2.853,50.182,5.8,55.19,12.1,15.3,28.1,29.6,83.2,-49.0145396,-45.405
46037,5509,2.112,11.681,49.07,4.9,43.305,11.9,17.8,22.8,30.8,44.8,-27.5641026,-23.771
47173,19164,1.506,2.354,50.39,6.9,37.453,25.6,8.6,37.6,31,98.4,-68.3737535,-64.7
8061,1238,7.168,3.443,50.316,2.6,42.31,8.8,19.4,22.7,19.5,0.8,-77.1871539,-74.443
54057,27204,0.918,5.319,50.279,7.3,40.012,13.5,12.8,26.2,34.5,86.1,-57.3337477,-60.806
42109,38519,2.183,3.039,50.576,4.5,49.117,17.7,16.6,21.9,32.5,190.4,-47.4033438,-47.26
53043,10248,3.13,5.813,49.394,5.8,49.955,7.7,19.3,23.1,31.2,4.6,-48.8696147,-50.346
37107,56387,7.82,43.877,52.11,6.4,35.991,19.2,13.9,30.6,37.2,227,-3.4672111,-6.282
6083,407057,44.848,14.211,49.903,5.3,62.116,20.7,31.4,14,18.2,155,32.0591597,28.241
36115,62753,2.639,5.491,48.052,5.1,47.547,12.1,18.5,22.7,31.9,75.8,-15.4869763,-20.231
48479,241438,95.183,2.487,51.131,4.7,37.935,35.6,17,24.7,31.3,55.8,23.2787988,51.613
27107,6455,4.822,6.065,50.075,4.7,51.597,11.3,14.7,27.4,28.2,29.9,-15.9546644,-13.459
54003,103854,4.023,11.683,50.58,5,56.737,13.6,20.3,25.9,34.3,324.4,-31.2273212,-37.229
17077,58103,4.196,22.592,49.757,5.6,34.395,9.4,33.8,26.3,31.5,26.6,1.2851654,2.978
22015,111492,6.647,26.886,50.574,5.6,51.138,12.2,25.1,26.5,34.7,17.7,-41.0063124,-45.793
29105,35432,2.368,4.257,50.808,6.4,36.895,18.4,14.1,32.9,31.1,8.2,-65.396296,-64.484
40013,40783,5.668,23.772,51.248,4.4,38.187,16.1,20.7,33.5,32.5,12.9,-56.4659489,-55.579
36029,909247,5.218,20.055,51.563,5.4,50.134,9.8,31.2,22.9,26.7,373.9,14.6075711,4.761
37105,60477,19.381,25.052,50.924,7.3,46.073,18.5,20.2,25.4,29.9,21.6,-14.9131274,-13.15
26081,608315,10.271,16.958,50.786,3.6,53.342,10.7,32.6,19.9,28.7,30.6,6.1415656,-3.067
13243,7180,2.21,62.575,53.427,9,25.807,27.3,14.8,31.3,33.7,18,9.1086532,11.295
32001,24897,13.574,15.438,49.533,7,46.84,12.3,14.4,23.4,25.5,23.9,-49.0567503,-51.372
13251,15054,1.864,43.942,50.89,8.1,34.012,19,13,27.7,33,22.6,-18.9348219,-17.635
16005,82539,8.267,8.497,50.306,4,44.324,8.4,27.3,18.2,28.1,2.9,-21.8668622,-20.47
6107,429668,63.585,11.703,49.943,11.7,42.36,32,13.3,21.6,32.6,91.7,-7.8115533,-16.231
19115,11245,16.227,5.275,49.289,3.7,50.924,16.9,14.2,26.8,37.4,294.6,-33.3833459,-28.667
26029,25796,1.791,4.478,50.434,5.7,47.991,8.7,27.1,20.2,28.6,106.7,-17.0705882,-24.281
12005,164767,6.034,17.843,50.149,5.4,44.8,12.4,21.6,27.4,29.9,222.6,-43.5188769,-46.266
21217,24420,2.187,7.99,51.64,6.6,34.633,18.4,15,36.1,35.4,91.4,-51.2789769,-51.017
54043,22147,0.705,1.34,50.156,9.7,34.295,23.8,9.1,34.5,39.9,49.7,-54.9297573,-54.694
48057,20573,48.436,9.888,48.892,3.9,46.705,21,15.8,23,29.1,69.8,-44.4628309,-36.223
17133,33236,1.585,2.081,50.353,4.4,73.684,6.5,26.2,27.2,33.2,29.3,-35.8095328,-37.182
20193,7343,6.161,4.504,50.822,2.7,50.639,7.2,30.5,24.4,35,20.4,-65.7480315,-67.901
37079,20658,14.777,40.877,45.282,5.5,37.263,23.8,9.7,28.6,35.9,112.7,-11.9044899,-9.834
18129,26004,1.09,2.92,50.408,3.9,59.975,7.3,21.3,26.1,29.1,393,-40.7600484,-39.187
8063,8402,18.652,5.44,46.197,2.4,46.394,16.8,13.9,24.5,27.6,3.8,-64.117799,-65.541
19129,15002,2.701,2.951,49.879,4,59.399,6.3,24.4,25.6,34.7,71,-37.5907112,-39.038
47149,257048,7.45,20.884,50.67,4.6,53.799,9.8,28.9,26.1,33,139.2,-15.387342,-26.1
20089,3059,2.357,2.391,48.721,4.5,44.101,7.2,14.1,26.5,29.6,35.9,-72.1744472,-69.049
6051,12927,27.666,8.685,46.617,6.1,59.181,15.7,33.3,15.8,22.8,4.7,22.2617988,11.363
19173,6344,8.09,2.111,49.057,3.1,46.501,9.1,15.3,22.6,30.9,24.6,-53.0624808,-45.055
38065,1643,2.492,4.93,49.242,5.7,62.01,15.5,19.6,21.2,32.1,3.2,-74.0150094,-70.659
16009,9258,3.392,13.555,49.414,6.6,46.277,14,13.3,24.5,30.1,6.1,-58.335009,-55.367
41011,62795,6.326,9.577,50.82,7.6,39.956,11.4,18.8,19.2,30.4,75.1,-20.4612272,-24.333
56005,43967,8.618,5.15,48.074,3.8,79.358,8.8,19.2,24.2,34.3,9.6,-76.2097796,-80.591
48103,4165,63.055,7.072,49.921,5.8,61.098,29.4,11.8,24.1,29.3,1.7,-66.932801,-54.164
22041,19807,1.46,33.586,51.44,9.5,32.318,27.3,12,36.3,38,51.3,-44.3621399,-43.746
21203,16504,0.933,1.818,51.228,6.6,33.789,23.1,11.1,35.4,36,22.8,-69.9344726,-70.185
40057,2843,27.618,16.679,51.291,3.4,33.75,21.3,20.5,31.8,36.8,9.8,-61.0932476,-50.256
40115,31629,5.531,30.368,51.074,5,35.58,16.5,13.8,35.8,37.1,21.1,-51.2239902,-47.193
48441,127683,23.916,13.744,51.132,3.7,45.559,14.3,24.6,22.5,30.8,2094.7,-45.2688855,-51.087
13201,6228,2.084,29.86,52.016,5.3,35.276,22,12.3,30.3,30.3,21.7,-46.4550264,-49.843
46067,7124,1.972,3.246,50.801,2.5,48.879,14.5,26.1,28.6,31,23,-57.9240775,-54.235
27077,3880,1.631,4.945,48.483,4.4,44.727,8.5,16.2,25.6,30.4,5.2,-42.8986711,-44.26
28151,54616,1.469,73.042,53.291,10.5,30.292,23.8,18.7,35.2,38.9,82.9,39.9988894,36.415
17003,7914,1.254,37.301,52.817,8.6,30.699,25.9,7.7,25.2,28.4,78.5,-14.2093201,-8.298
5007,225504,16.355,10.465,50.483,3.9,57.408,13.6,29.6,24.9,30.1,261.2,-26.4493962,-34.029
39095,463493,6.81,24.93,51.524,5.3,42.344,11.6,24.2,27,34.2,613.6,16.771756,17.352
29213,48023,5.585,5.836,51.595,8,35.731,14.5,17.9,28,30.9,10.4,-57.7031345,-59.289
23007,29735,1.394,2.931,50.895,4.8,41.035,8.1,24.5,20.5,30.2,337.2,-3.8922666,-5.488
37161,63415,4.046,12.761,51.609,7.8,35.629,18.6,16.4,30.3,28.7,270.7,-45.7637457,-47.853
40133,24296,4.908,32.116,50.963,6.6,35.964,17.9,13.4,37.5,36.4,128.6,-46.3116229,-44.136
21017,19729,6.989,8.948,51.337,4.9,42.812,16.8,15.7,32,34.1,482.3,-30.0114072,-31.586
13171,17550,2.549,33.663,51.887,7.6,40.339,16.4,16.6,27.3,30.6,99.8,-41.0996792,-38.495
5071,24994,14.112,6.813,50.212,6,34.923,21.7,16.3,31.4,36.4,38.7,-49.010318,-40.183
24011,33367,6.639,18.708,51.027,5.6,49.573,16.9,13.9,29.8,35,416.3,-32.847917,-39.542
45011,22688,2.499,46.881,52.276,8.9,32.205,19.5,11.7,30.2,36.8,40.6,-7.4798954,-5.201
32031,414820,23.922,14.91,49.746,6.2,52.862,13.2,27.9,16,21.8,15.3,4.5242026,1.196
51720,3713,3.58,10.561,52.069,7,31.62,21,20.5,22.9,26.2,529.1,-40.2873204,-43.819
29133,13266,1.995,26.304,46.445,5.9,30.661,27.1,10.1,30.3,31.9,41.8,-49.6005046,-41.471
22007,22874,2.574,32.042,51.147,7.8,46.317,28,10.7,32.9,34.8,369.7,-30.6008011,-25.523
53017,37565,30.89,6.71,49.581,6.3,51.151,19.9,17.3,18.9,28.7,21.1,-24.1411676,-31.263
31057,1957,6.726,3.891,49.639,2.1,45.624,6.7,21.8,26.6,35.3,1574.4,-77.8778779,-77.345
37139,41578,4.903,41.407,50.985,7.4,44.596,16,18.9,27,35.4,39.1,0.3116048,2.199
21115,23827,0.63,2.032,50.869,8.4,34.271,24.5,10.5,31.4,37.2,282.3,-67.1310832,-70.967
19165,11957,3.027,2.901,50.868,2.8,55.637,8.4,19.7,29.4,29.4,360.7,-40.5003679,-42.919
47091,18006,1.828,4.027,46.343,5.8,31.33,25.8,9.3,33.1,29.2,187.6,-66.9401359,-67.297
5109,10627,6.43,7.012,50.333,6.2,36.893,19.7,12.8,33.6,37.8,18.8,-67.7107866,-61.96
42069,208801,6.616,7.77,51.674,5.7,45.098,10.4,25.7,23.8,31.3,63,8.3675591,3.398
1047,41925,0.934,71.126,53.714,9.6,26.602,22.3,14.5,30.7,40.8,44.8,37.5391849,37.597
29119,23063,11.717,11.35,49.318,4.6,34.863,21.7,12.3,33.7,28.1,28.5,-66.5635701,-64.011
28137,27337,2.608,33.415,51.915,7.2,40.975,19.6,16.8,34.1,37.4,23.8,-34.5528144,-31.443
28077,13308,1.767,33.537,50.594,7.4,38.471,18.6,12.8,34,36.8,114.1,-30.6215031,-29.878
38053,5799,7.532,17.776,46.312,2.3,81.209,9.8,21.1,27.2,32.8,2.9,-67.6877653,-64.541
30067,15941,3.018,3.988,49.487,4.8,42.942,4.6,33.4,20,22.6,2.4,-6.4412934,-14.869
9001,901208,19.074,20.612,51.278,5.3,85.336,10.8,45.4,18.8,21.4,1467.2,27.3202991,20.295
46011,30056,2.401,6.868,49.149,2.9,52.93,5.9,41.4,17.5,27.4,12.5,-12.9745314,-14.74
51810,433575,8.02,31.768,50.826,4.3,67.676,6.6,33.5,18.9,27.9,1758.9,5.4040761,-4.448
51049,9757,2.603,35.312,52.053,5.3,41.409,23.2,16.4,22.8,32.1,33.8,-14.9068323,-13.559
20163,4984,2.88,3.131,51.585,4.6,48.383,7.8,21.6,30.3,32.8,116.6,-73.5828084,-72.582
48251,156997,20.48,7.412,50.113,4.4,55.926,17.1,16.6,22.7,30.2,47.2,-52.9908359,-58.31
28099,30302,1.874,40.037,52.32,6.2,37.686,22.9,13.8,35,37.5,26.8,-43.2367769,-47.375
39137,34377,5.902,1.965,49.927,3.9,56.519,7.3,20.2,27.2,35.2,99.7,-66.3470709,-64.339
8047,5604,6.452,6.537,47.117,3.1,64.752,5.4,29.5,15.8,19.7,36.3,9.3167702,1.959
12019,186756,9.553,17.994,50.825,4.9,58.539,10,23.6,23.8,29.7,315.8,-37.1070295,-44.311
55025,491357,6.297,14.244,50.353,3.2,61.937,5.1,47.6,15.5,23.7,407.7,52.6072316,47.989
42127,51337,4.361,5.662,46.799,5.7,48.663,11.8,19.6,24.8,33.1,242.5,-33.6288227,-39.665
31121,7666,4.264,3.532,49.955,3.7,50.893,8.7,16,27,32.6,60.9,-62.8611699,-62.395
37037,64772,12.403,17.91,52.129,4.8,56.797,13.8,36.2,23.3,27.1,387.1,11.5249285,10.084
5115,60214,8.351,7.943,50.183,5.5,39.909,17.2,21.1,29.6,32.1,76,-50.3806484,-49.959
37093,45148,12.434,49.407,50.521,8.1,44.175,15.7,18.4,24.8,34.7,69.9,10.8646425,10.825
48387,12765,7.523,21.188,51.425,6.4,34.34,22.3,14.2,27.7,30.7,4.7,-56.3382708,-53.934
46063,1123,2.052,4.815,48.066,2.4,49.22,7.2,30.5,24.2,32.4,7.7,-85.9778597,-85.306
31051,6289,12.299,2.812,49.56,3.3,52.601,13.4,16.6,27.2,31.5,4.4,-54.6221213,-54.118
23021,16795,1.547,3.367,50.056,5.8,36.994,11,18.2,28.2,33.3,45.3,-26.2705082,-25.208
55135,51665,3.022,2.668,49.635,4.7,52.85,9.8,16.5,23.7,28.5,70.1,-31.7507724,-30.246
13063,275772,12.958,76.985,52.748,7.5,42.985,18.2,18.1,25.3,38,1832.5,70.9098839,71.908
55107,14367,1.65,3.016,49.865,5.6,39.999,12.5,14.2,27.6,31.7,16.2,-34.745118,-34.045
47055,29082,2.176,13.833,51.492,5.1,41.326,19.6,14.6,30.3,32.1,82.4,-49.1251988,-45.405
27085,36939,5.605,2.875,50.345,3.9,60.114,8.6,18.9,21.6,31.1,36.2,-36.1773276,-38.413
56011,6653,2.66,3.735,49.409,3.4,59.701,5.6,21.6,25,25.9,2.5,-79.0007241,-81.57
21197,13566,1.312,2.193,50.583,7.2,32.783,26.4,13.6,30.3,36.3,82.6,-48.5740237,-45.209
40045,3925,6.854,5.412,50.721,3.9,52.032,10.5,24.9,33.4,31,4.8,-81.4735719,-79.682
31045,8735,4.76,10.779,50.756,2.6,40.667,5.9,39.1,24.1,27.3,79.5,-44.8677505,-49.581
13047,64035,2.917,6.562,51.585,5.1,50.728,16.6,18.5,25.1,27.8,394.3,-55.9475961,-60.698
42057,14852,1.183,2.714,49.525,6,48.084,14.7,12.7,24.7,31.6,193.7,-71.94434,-70.77
30035,13550,2.741,66.615,51.088,9,33.428,15.7,18.3,29,34.2,0.3,30.7281467,29.613
39011,46699,1.528,2.559,50.283,3.7,52.65,8.1,18.2,28.2,34.7,128.6,-62.6411142,-62.577
13057,215084,10.1,11.263,50.821,4.6,71.168,11.1,34.3,20.1,26.9,508.3,-39.2135608,-49.996
21051,23629,1.923,5.577,47.166,9.7,25.215,35.7,9.5,32.1,38,141.1,-77.0223979,-75.521
46081,23498,3.097,6.445,50.05,3.3,45.945,6,29.5,18,25.7,19.9,-30.4888632,-34.243
26129,21234,2.13,3.339,50.299,7.5,35.968,14.9,11.6,27.7,35.6,51.9,-40.127656,-36.559
27097,32883,1.58,2.682,49.474,5.4,50.685,10.8,16.4,23.6,34.3,45.6,-53.4512732,-52.971
51109,33078,2.621,19.961,50.789,4.3,60.121,17.3,19.2,26.3,32.4,66.8,-22.9284541,-24.556
17107,29776,3.397,10.877,49.251,5.5,54.353,13.4,16.4,22.7,29.2,37.3,-39.8375207,-40.115
13087,28838,5.594,44.524,51.122,6.7,33.968,21.1,15.1,25.5,30,46.6,-17.0121269,-18.607
53055,15484,6.128,5.692,51.606,4.8,54.721,4.9,45.2,15.1,20.7,90.7,50.5266349,41.873
29163,18406,2.338,9.511,45.269,4.6,44.408,20.9,12.2,27,28.8,67.2,-53.8791423,-47.024
51143,61414,2.489,23.715,50.965,5.3,44.207,19.8,14,30.2,32,65.5,-39.8398925,-39.597
16031,21698,27.125,4.812,49.226,3.3,45.078,21.2,16.9,24.3,30.5,3.9,-66.912452,-60.076
29035,5870,1.932,3.656,51.653,7.5,32.17,22.6,14.8,29.9,31.1,13.4,-70.1760441,-66.397
16019,101329,12.838,5.108,50.451,3.4,51.44,9,26.4,19.7,29.4,23.6,-43.6170016,-40.19
5013,5196,3.595,24.441,49.57,5.8,39.493,18.1,10.6,34,34.2,8.5,-53.0247479,-40.548
13317,10268,4.307,45.373,52.174,7.5,32.042,22.2,15.3,31,32.9,22.6,-13.1835355,-16.219
6075,815358,15.277,46.389,49.043,3.6,83.788,13.3,52.9,15.5,16.1,17179.2,72.5367656,75.429
46007,3348,3.885,65.323,51.767,5.2,34.326,20.8,16.5,25.1,36.6,13.8,-19.2730346,-22.106
17137,34897,2.386,9.317,49.299,5.1,46.406,10.6,22.1,24.7,28.8,42.8,-31.8374812,-29.897
15007,64529,11.078,66.194,49.78,4.1,58.883,9,26.9,17.9,20.6,7.5,28.7876526,33.727
16043,12691,12.263,3.799,48.054,3.6,45.578,11.5,19.7,20.2,28.9,19.3,-67.7184105,-60.203
29187,63884,1.484,6.675,46.634,6.1,40.376,18.8,14.6,31.7,32.8,36.4,-48.0947109,-45.387
37043,10333,3.223,3.485,51.051,6.1,37.072,12.1,20.1,25,28.7,85.8,-49.5139997,-51.708
27007,44350,2.038,25.972,49.987,4.8,43.706,9.9,26.7,20.7,30.9,24.7,-3.1501922,-9.828
53063,468684,5.418,10.474,50.384,6.4,50.083,7.4,28.6,17.8,29.2,267.2,-4.336391,-8.298
20139,16104,2.903,3.793,50.091,5,52.749,9.4,20.7,27.3,37.1,6.5,-44.4181705,-43.27
47087,10875,1.981,2.372,49.805,8,35.379,26.1,9.5,37,34.7,34.9,-56.0398271,-47.223
48253,18961,27.356,17.076,37.071,5.5,41.079,27.1,9.3,26,27.4,208.3,-69.1440439,-65.408
19021,19601,24.633,14.561,49.446,3.6,50.719,21.1,19.7,25.1,33,36.7,-25.8724134,-24.991
17001,67054,1.544,6.643,51.124,5,46.061,9.8,20.8,24.4,37,7,-46.490888,-47.526
13295,64983,1.96,7.272,50.483,5.8,39.078,20.4,14.3,29.9,32.1,154,-59.2934523,-61.511
51085,99933,2.777,13.436,50.969,3.9,81.94,7.6,36.3,18.4,27.4,213.1,-26.7805826,-32.468
35028,18074,17.149,11.453,49.311,4.1,108.477,2.8,64,13,19.9,4.2,26.6493127,19.728
12121,40149,9.061,16.545,47.662,5.5,38.177,21.6,11.9,29,33.3,60.3,-56.6319988,-55.293
21155,19486,2.613,10.323,50.142,5.1,39.089,18.5,13,23.7,30.6,43.2,-37.9816308,-30.127
28133,29610,1.585,74.29,47.576,10.8,29.227,30.7,13.8,33.5,42.2,39.9,41.1321145,40.315
21227,108669,5.089,15.82,51.114,4.6,48.925,13.1,27.3,24.6,31.6,43.8,-16.8253509,-24.17
26127,27577,14.591,4.424,49.649,7.6,41.166,15.2,16.1,21.7,34.8,1385.7,-28.0756649,-27.346
53005,168294,20.956,9.245,49.829,6.6,58.75,11.3,29.2,18.8,31.5,103,-21.0214203,-26.824
37125,87158,6.411,17.264,52.059,5.8,51.65,10,32,23.2,27.4,56.5,-27.4001954,-29.584
48037,93964,7.478,29.333,49.601,4.8,41.883,12.9,18.8,29.4,32.4,18.5,-42.7824678,-46.655
48341,20736,53.592,15.053,47.85,3.2,42.839,34.1,13,24.1,29.9,437.5,-59.8583878,-54.694
47147,66581,6.366,10.456,50.757,4.9,52.64,14.1,16.9,33,35.6,150.2,-46.9911321,-47.182
12067,7949,12.559,17.581,41.198,4.5,38.071,24.4,11.6,32.8,35.3,16.3,-71.5691635,-67.556
21019,48527,1.523,5.318,50.231,7,40.224,12.2,16.7,28.1,38.5,69,-33.1723472,-37.01
53019,7520,4.577,23.068,48.417,10.2,39.992,12.5,15.7,19.5,28.1,3.4,-29.4252347,-30.964
30013,82178,4.226,11.173,49.552,4,42.903,8.8,25.5,23.1,28.2,0.3,-19.7041494,-21.49
32009,626,20.989,10.374,43.788,4.6,47.18,14.6,13.3,22.3,25.5,2.8,-67.2916667,-62.411
12041,17116,5.122,7.995,48.637,5.5,40.788,19.3,11,30.3,31.5,48.4,-63.9648941,-62.758
5017,11823,5.532,56.044,50.884,9.4,29.541,23.1,11.3,36.7,43.1,18.3,12.3811845,15.182
29207,29069,1.802,3.084,51.192,6.6,38.329,20.3,13.7,31.1,32.8,12.7,-71.9871891,-69.318
13183,12234,11.257,32.401,49.743,5.9,43.193,15.7,13.9,25.9,31.4,36.1,-26.4321075,-30.835
51141,18636,2.937,7.537,50.834,5.5,34.885,21.5,11.2,27.9,30.9,38.3,-58.0073414,-55.201
27069,4374,2.057,2.193,49.706,4.6,50.372,9.9,21.2,24.5,27.8,53,-20.4622963,-22.26
12123,21400,4.121,23.976,43.871,6.6,36.374,25.5,10,35.2,38.9,21.6,-53.8362792,-51.45
48199,53424,5.644,8.118,50.604,5.6,53.872,13.9,15.4,29.2,32.1,6,-73.7615343,-73.88
20119,4407,16.513,4.596,49.053,3,53.903,12.5,22,24.6,27,11.2,-69.0410959,-70.687
29181,13395,1.297,3.637,50.92,7.9,30.019,25.3,10.7,29.6,34.3,8.3,-70.0717159,-66.872
46083,41218,1.949,4.855,50.377,2.3,79.857,4.1,41,19,28.7,30.1,-23.5708112,-29.42
20173,490864,14.123,19.192,50.348,4.8,51.175,11.4,29.4,22.7,31.4,6.9,-11.8674225,-19.144
48255,15029,52.748,11.065,41.676,4.3,43.986,27.9,12.4,25.3,29.2,21.8,-52.0563595,-43.369
48379,11287,8.458,6.46,49.754,4.6,47.834,16.7,11.4,26.4,29.7,2,-71.2539237,-71.274
48185,26011,23.401,19.279,45.5,5.4,44.795,20.2,11.6,27.4,29.1,445.4,-53.1577252,-51.123
13101,4213,29.629,11.188,50.198,4.7,34.444,27,7.5,26.4,28.3,9.7,-75.5725191,-72.34
26069,25817,2.217,4.009,50.499,7.2,37.122,12.9,14.5,25,33.2,111.9,-28.5491115,-29.965
5083,22342,2.726,6.512,50.359,5.9,36.391,18,11.8,35,37.5,31.6,-59.5379939,-50.891
42095,298990,12.403,11.973,50.896,5.1,61.51,10.6,27.2,24.7,28.6,140.3,0.7212973,-3.816
5079,13553,3.611,32.359,38.705,6.3,37.644,25,8.5,37.7,37.5,25.2,-43.7935484,-31.443
37015,19345,1.758,64.043,48.963,7.3,31.217,25.1,11.1,30.5,35.5,57.7,21.6199695,25.171
41013,22566,7.54,4.947,50.643,8.5,38.155,15.2,14.7,19,25.7,39.5,-48.4593475,-49.811
29201,40855,2.312,14.415,51.328,5.3,40.532,19.5,14,27.6,36.5,11.1,-56.5268921,-55.637
1099,22389,1.213,44.355,52.642,10.1,34.733,21.4,12.5,32.3,35.3,22.5,-15.8605175,-14.345
21073,48968,3.057,15.807,51.786,4.4,49.4,13.6,27.4,25.4,33.2,100.3,-0.9593615,-4.619
28055,1612,0.898,65.071,42.259,16.9,37.096,40.5,7.8,30.7,34.4,22.4,6.9526627,13.877
13167,9300,2.247,36.205,43.455,7,29.818,24,9.6,30.7,34,32.9,-39.7073171,-37.561
29153,9315,1.807,3.157,49.453,7.9,31.025,17.1,13.6,32.6,33.4,23,-68.0921053,-64.763
46135,21986,3.497,7.484,48.022,2.6,47.363,8.1,26.7,19.5,30,7.7,-23.5321101,-24.47
27129,15718,8.085,4.136,48.986,4.8,54.386,11.1,15.6,24.9,29.5,18.3,-36.5526575,-36.665
31059,5962,3.631,2.83,50.027,2.9,54.556,7.1,19.7,25.7,33.4,2.2,-53.1589024,-51.754
41029,201286,12.366,7.538,51.348,6.9,44.835,11.2,25.1,19.7,25.6,42.8,-3.4529941,-9.185
1113,50846,5.285,47.987,51.328,6,35.585,18.7,15.5,30.7,36.4,82.6,6.395049,1.918
28041,14352,1.035,26.498,42.612,7.9,39.615,26,8.7,33.8,38.5,47.2,-65.8637302,-62.967
29147,22130,1.596,6.12,49.711,4.9,42.956,8.2,23.4,27.6,29.7,93,-40.553927,-40.788
47065,337175,5.232,24.343,51.747,5.5,48.38,13,28.1,27.2,30.2,388,-9.6930098,-16.586
48123,19713,34.212,12.348,47.646,4,45.717,23.8,13.3,29.6,30.6,754.3,-62.4907612,-63.75
28123,29341,11.222,41.125,51.109,4.9,32.049,28.3,11.2,33.2,33.7,182.6,-18.2148514,-17.665
40077,10621,3.501,31.546,49.451,7.9,35.522,15.7,14.1,32.2,32.6,9.3,-62.9559897,-56.716
54075,8418,1.534,2.881,48.426,8.2,34.341,15.3,15.8,24.2,31.4,9.3,-46.1077844,-42.83
20023,2700,7.055,2.352,50.504,2.8,41.797,9.5,18.7,30.5,33.5,36.8,-67.1098671,-69.837
6061,348552,13.765,14.451,51.296,5,75.689,6,35.7,14.8,21.7,247.6,-6.6440081,-10.743
18071,42362,6.404,4.67,50.067,4,48.368,12.9,14.4,31.4,36.9,97,-53.2955609,-51.415
37027,79914,5.023,7.957,50.574,6.3,38.653,24.1,13.4,26.6,32.7,492.1,-51.0728712,-50.622
33003,47860,1.527,2.713,50.441,3.6,57.556,7,32.2,18.6,25.2,150.1,1.502062,-5.667
44007,627690,21.295,20.73,51.508,6.4,47.278,18.8,26.4,25.4,28.2,809.6,22.9074292,21.173
41015,21148,6.836,7.495,50.834,8.5,40.524,9.2,22.2,16.9,29.9,7,-16.2546064,-23.876
45035,130417,5.032,31.325,51.272,5.4,56.388,10.8,24.9,22.6,33.9,79.2,-10.4674034,-17.486
18145,44503,4.045,3.685,50.542,4.4,54.831,13.5,15,32.8,33.1,127,-47.746486,-47.232
22059,13964,2.611,15.166,48.15,6.7,44.139,20.4,13,29.7,33.2,90.2,-81.107814,-79.629
42039,88521,1.286,4.022,51.066,5,43.969,12.6,19.6,28.2,34.5,139.3,-37.2226455,-38.515
20057,33692,53.504,8.105,48.306,3.4,51.144,31.3,17,29.6,30.6,28.2,-32.0358946,-39.892
18003,353888,7.282,19.336,51.162,4.5,48.651,10.7,26.6,23.3,30.1,101.4,-11.1744597,-19.603
47049,17677,1.362,2.104,51.125,7.4,30.299,28.2,10.2,29.2,35.5,54.5,-71.3369229,-67.46
35013,206419,67.07,8.057,50.717,7.4,38.974,22,27.4,19.2,23.6,0.9,18.338355,17.815
22099,52217,2.69,33.528,50.748,6.7,46.713,22.8,13.9,33.3,34.2,90.3,-36.1121385,-33.423
31123,4911,15.513,4.244,49.135,2.9,46.961,12.7,17,25.5,30.2,16.2,-67.540086,-69.529
42131,27808,1.906,2.914,49.514,5.9,55.882,9.6,17.9,24.5,33.4,355.4,-35.2133531,-38.67
22111,22584,4.427,27.673,50.429,7,38.998,17.4,11.6,31.6,34.4,90.8,-51.3614856,-48.476
48239,14274,31.932,10.273,50.412,3.8,52.185,18.5,16.5,27.7,32.2,9.9,-66.0790178,-63.735
48309,233378,25.631,19.937,51.169,4.1,43.488,17.2,22.1,25.9,28.6,7.8,-23.3519291,-27.09
